"brand","color","imageUrl","detailUrl"
"賽麗石","CS712","https://silestone.coallmax.com/db/upload/webdata3/1coallmax_2021122020431660072.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=44&kind3=35&kind4=1321"
"賽麗石","CS713","https://silestone.coallmax.com/db/upload/webdata3/1coallmax_2021122020443288818.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=44&kind3=35&kind4=1323"
"賽麗石","CS714","https://silestone.coallmax.com/db/upload/webdata3/coallmax_20246111144389279.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=61&kind3=53&kind4=1380"
"賽麗石","CS715","https://silestone.coallmax.com/db/upload/webdata3/1coallmax_202312190584467135.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=61&kind3=53&kind4=1381"
"賽麗石","CS716","https://silestone.coallmax.com/db/upload/webdata3/1coallmax_20231219114516393.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=61&kind3=53&kind4=1382"
"賽麗石","CS717","https://silestone.coallmax.com/db/upload/webdata3/1coallmax_20231219142453329.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=61&kind3=53&kind4=1383"
"賽麗石","CS719","https://silestone.coallmax.com/db/upload/webdata3/1coallmax_202312191134562239.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=61&kind3=53&kind4=1385"
"賽麗石","CS720","https://silestone.coallmax.com/db/upload/webdata3/1coallmax_20249162351469549.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=64&kind3=57&kind4=1401"
"賽麗石","CS722","https://silestone.coallmax.com/db/upload/webdata3/1coallmax_2024916248022279.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=64&kind3=57&kind4=1403"
"賽麗石","CS723","https://silestone.coallmax.com/db/upload/webdata3/1coallmax_2024916252954244.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=64&kind3=57&kind4=1404"
"賽麗石","CS8606","https://silestone.coallmax.com/db/upload/webdata3/soy_20146132173019285.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=18&kind3=22&kind4=1163"
